,index,name_last,name_first,key_mlbam,key_retro,key_bbref,key_fangraphs,mlb_played_first,mlb_played_last,name2search
922,922,keller,mitch,656605,kellm003,kellemi03,17594,2019.0,2019.0,mitchkeller
923,923,kelley,shawn,518875,kells001,kellesh01,7773,2009.0,2019.0,shawnkelley
924,924,kelley,trevor,665001,kellt002,kelletr01,18454,2019.0,2019.0,trevorkelley
925,925,kelly,carson,608348,kellc002,kellyca02,13620,2016.0,2019.0,carsonkelly
926,926,kelly,casey,543391,kellc001,kellyca01,9174,2012.0,2018.0,caseykelly
927,927,kelly,joe,523260,kellj001,kellyjo05,9761,2012.0,2019.0,joekelly
928,928,kelly,merrill,518876,kellm002,kellyme01,11156,2019.0,2019.0,merrillkelly
929,929,kelly,ty,571841,kellt001,kellyty01,7740,2016.0,2018.0,tykelly
930,930,kemp,matt,461314,kempm001,kempma01,5631,2006.0,2019.0,mattkemp
931,931,kemp,tony,643393,kempt001,kempto01,14894,2016.0,2019.0,tonykemp
932,932,kendrick,howie,435062,kendh001,kendrho01,4229,2006.0,2019.0,howiekendrick
933,933,kendrick,kyle,452718,kendk001,kendrky01,6230,2007.0,2017.0,kylekendrick
934,934,kennedy,brett,664028,kennb001,kennebr02,17877,2018.0,2018.0,brettkennedy
935,935,kennedy,ian,453178,kenni001,kenneia01,6986,2007.0,2019.0,iankennedy
936,936,kepler,max,596146,keplm001,keplema01,12144,2015.0,2019.0,maxkepler
937,937,kershaw,clayton,477132,kersc001,kershcl01,2036,2008.0,2019.0,claytonkershaw
938,938,keuchel,dallas,572971,keucd001,keuchda01,9434,2012.0,2019.0,dallaskeuchel
939,939,kieboom,carter,666198,kiebc001,kieboca01,19958,2019.0,2019.0,carterkieboom
940,940,kieboom,spencer,571851,kiebs001,kiebosp01,13300,2016.0,2018.0,spencerkieboom
941,941,kiekhefer,dean,518883,kiekd001,kiekhde01,10529,2016.0,2018.0,deankiekhefer
942,942,kiermaier,kevin,595281,kierk001,kiermke01,11038,2013.0,2019.0,kevinkiermaier
943,943,kikuchi,yusei,579328,kikuy001,kikucyu01,20633,2019.0,2019.0,yuseikikuchi
944,944,kim,hyun soo,547957,kim-h001,kimhy01,18718,2016.0,2017.0,hyun sookim
945,945,kimbrel,craig,518886,kimbc001,kimbrcr01,6655,2010.0,2019.0,craigkimbrel
946,946,kiner-falefa,isiah,643396,kinei001,kineris01,16512,2018.0,2019.0,isiahkiner-falefa
947,947,king,mike,650633,kingm002,kingmi01,19853,2019.0,2019.0,mikeking
948,948,kingery,scott,664068,kings001,kingesc01,17975,2018.0,2019.0,scottkingery
949,949,kingham,nick,592468,kingn001,kinghni01,11694,2018.0,2019.0,nickkingham
950,950,kinley,tyler,641755,kinlt001,kinlety01,18297,2018.0,2019.0,tylerkinley
951,951,kinsler,ian,435079,kinsi001,kinslia01,6195,2006.0,2019.0,iankinsler
952,952,kintzler,brandon,445213,kintb001,kintzbr01,9939,2010.0,2019.0,brandonkintzler
953,953,kipnis,jason,543401,kipnj001,kipnija01,9776,2011.0,2019.0,jasonkipnis
954,954,kittredge,andrew,552640,kitta001,kittran01,12828,2017.0,2019.0,andrewkittredge
955,955,kivlehan,patrick,623182,kivlp001,kivlepa01,13910,2016.0,2018.0,patrickkivlehan
956,956,kline,branden,571858,klinb001,klinebr01,14101,2019.0,2019.0,brandenkline
957,957,kluber,corey,446372,klubc001,klubeco01,2429,2011.0,2019.0,coreykluber
958,958,knapp,andrew,595284,knapa001,knappan01,14942,2017.0,2019.0,andrewknapp
959,959,knebel,corey,608349,knebc001,knebeco01,15010,2014.0,2018.0,coreyknebel
960,960,knizner,andrew,668800,kniza001,kniznan01,19514,2019.0,2019.0,andrewknizner
961,961,koch,matt,571863,kochm001,kochma01,13420,2016.0,2019.0,mattkoch
962,962,koehler,tom,543408,koeht001,koehlto01,6570,2012.0,2017.0,tomkoehler
963,963,kolarek,adam,592473,kolaa001,kolarad01,10843,2017.0,2019.0,adamkolarek
964,964,kontos,george,502004,kontg001,kontoge01,9486,2011.0,2018.0,georgekontos
965,965,kopech,michael,656629,kopem001,kopecmi01,17282,2018.0,2018.0,michaelkopech
966,966,kozma,pete,518902,kozmp001,kozmape01,2539,2011.0,2018.0,petekozma
967,967,kramer,kevin,596012,kramk001,krameke01,17689,2018.0,2019.0,kevinkramer
968,968,kratz,erik,456124,krate001,kratzer01,4403,2010.0,2019.0,erikkratz
969,969,krehbiel,joey,607216,krehj001,krehbjo01,13707,2018.0,2018.0,joeykrehbiel
970,970,krol,ian,571871,kroli001,krolia01,10066,2013.0,2018.0,iankrol
971,971,kuhl,chad,641771,kuhlc001,kuhlch01,14975,2016.0,2018.0,chadkuhl
972,972,kuhnel,joel,669270,kuhnj001,kuhnejo01,19995,2019.0,2019.0,joelkuhnel
973,973,la stella,tommy,600303,lastt001,lasteto01,12371,2014.0,2019.0,tommyla stella
974,974,labourt,jairo,607951,laboj001,labouja01,14996,2017.0,2017.0,jairolabourt
975,975,lackey,john,407793,lackj001,lackejo01,1507,2002.0,2017.0,johnlackey
976,976,lagares,juan,501571,lagaj001,lagarju01,5384,2013.0,2019.0,juanlagares
977,977,lail,brady,621078,lailb001,lailbr01,14707,2019.0,2019.0,bradylail
978,978,lakins,travis,664042,lakit001,lakintr01,18600,2019.0,2019.0,travislakins
979,979,lamarre,ryan,534606,lamar001,lamarry01,10700,2015.0,2019.0,ryanlamarre
980,980,lamb,jake,571875,lambj001,lambja01,13329,2014.0,2019.0,jakelamb
981,981,lamb,john,543424,lambj002,lambjo02,8493,2015.0,2018.0,johnlamb
982,982,lambert,peter,663567,lambp001,lambepe01,17969,2019.0,2019.0,peterlambert
983,983,lamet,dinelson,659275,lamed001,lametdi01,17186,2017.0,2019.0,dinelsonlamet
984,984,latos,mat,502009,latom001,latosma01,3815,2009.0,2017.0,matlatos
985,985,lauer,eric,641778,lauee001,lauerer01,19316,2018.0,2019.0,ericlauer
986,986,laureano,ramon,657656,laurr001,laurera01,17128,2018.0,2019.0,ramonlaureano
987,987,lavarnway,ryan,543432,lavar001,lavarry01,8879,2011.0,2019.0,ryanlavarnway
988,988,law,derek,571882,law-d001,lawde01,13133,2016.0,2019.0,dereklaw
989,989,lawrence,casey,596271,lawrc001,lawreca01,11121,2017.0,2018.0,caseylawrence
990,990,layne,tommy,518927,laynt001,layneto01,7501,2012.0,2017.0,tommylayne
991,991,leake,mike,502190,leakm001,leakemi01,10130,2010.0,2019.0,mikeleake
992,992,leathersich,jack,605333,leatj001,leathja01,12562,2015.0,2017.0,jackleathersich
993,993,leblanc,wade,453281,leblw001,leblawa01,5221,2008.0,2019.0,wadeleblanc
994,994,leclerc,jose,600917,leclj001,leclejo01,14524,2016.0,2019.0,joseleclerc
995,995,lee,braxton,657658,lee-b001,leebr01,16839,2018.0,2018.0,braxtonlee
996,996,lee,zach,545346,lee-z001,leeza01,11468,2015.0,2017.0,zachlee
997,997,leiter,mark,643410,leitm002,leitema02,15551,2017.0,2018.0,markleiter
998,998,lemahieu,dj,518934,lemad001,lemahdj01,9874,2011.0,2019.0,djlemahieu
999,999,leon,arcenio,455376,leona002,leonar02,8846,2017.0,2017.0,arcenioleon
1000,1000,leon,sandy,506702,leons001,leonsa01,5273,2012.0,2019.0,sandyleon
1001,1001,leone,dominic,608678,leond003,leonedo01,13763,2014.0,2019.0,dominicleone
1002,1002,lester,jon,452657,lestj001,lestejo01,4930,2006.0,2019.0,jonlester
1003,1003,lewicki,artie,592499,lewia001,lewicar01,16731,2017.0,2018.0,artielewicki
1004,1004,lewis,kyle,641786,lewik001,lewisky01,19508,2019.0,2019.0,kylelewis
1005,1005,leyba,domingo,642736,leybd001,leybado01,16404,2019.0,2019.0,domingoleyba
1006,1006,liberatore,adam,571893,libea001,liberad01,10637,2015.0,2018.0,adamliberatore
1007,1007,lin,tzu-wei,624407,lin-t001,lintz02,14678,2017.0,2019.0,tzu-weilin
1008,1008,lind,adam,452252,linda001,lindad01,8027,2006.0,2017.0,adamlind
1009,1009,lindblom,josh,458676,lindj004,lindbjo01,7882,2011.0,2017.0,joshlindblom
1010,1010,lindor,francisco,596019,lindf001,lindofr01,12916,2015.0,2019.0,franciscolindor
1011,1011,liriano,francisco,434538,lirif001,liriafr01,3201,2005.0,2019.0,franciscoliriano
1012,1012,liriano,rymer,542642,lirir001,liriary01,4779,2014.0,2017.0,rymerliriano
1013,1013,littell,zack,641793,littz001,litteza01,15823,2018.0,2019.0,zacklittell
1014,1014,lively,ben,594902,liveb001,livelbe01,14932,2017.0,2019.0,benlively
1015,1015,lloyd,kyle,643414,lloyk001,lloydky01,15378,2017.0,2017.0,kylelloyd
1016,1016,loaisiga,jonathan,642528,loaij001,loaisjo01,19753,2018.0,2019.0,jonathanloaisiga
1017,1017,lobaton,jose,446653,lobaj001,lobatjo01,4243,2009.0,2018.0,joselobaton
1018,1018,locastro,tim,641796,locat001,locasti01,15124,2017.0,2019.0,timlocastro
1019,1019,locke,jeff,502046,lockj001,lockeje01,2929,2011.0,2017.0,jefflocke
1020,1020,lockett,walker,621141,lockw001,lockewa01,13804,2018.0,2019.0,walkerlockett
1021,1021,logan,boone,457429,logab001,loganbo02,5525,2006.0,2018.0,boonelogan
1022,1022,lombardozzi,steve,543459,lombs002,lombast02,5422,2011.0,2017.0,stevelombardozzi
1023,1023,long,shed,643418,longs001,longsh01,16542,2019.0,2019.0,shedlong
1024,1024,longoria,evan,446334,longe001,longoev01,9368,2008.0,2019.0,evanlongoria
1025,1025,lopes,tim,621005,lopet001,lopesti01,14137,2019.0,2019.0,timlopes
1026,1026,lopez,jorge,605347,lopej004,lopezjo02,14527,2015.0,2019.0,jorgelopez
1027,1027,lopez,nicky,670032,lopen001,lopezni01,19339,2019.0,2019.0,nickylopez
1028,1028,lopez,pablo,641154,lopep002,lopezpa01,17085,2018.0,2019.0,pablolopez
1029,1029,lopez,rafael,607257,loper002,lopezra02,12606,2014.0,2018.0,rafaellopez
1030,1030,lopez,reynaldo,625643,loper003,lopezre01,16400,2016.0,2019.0,reynaldolopez
1031,1031,lopez,yoan,661255,lopey001,lopezyo01,17181,2018.0,2019.0,yoanlopez
1032,1032,lorenzen,michael,547179,lorem002,lorenmi01,14843,2015.0,2019.0,michaellorenzen
1033,1033,loup,aaron,571901,loupa001,loupaa01,10343,2012.0,2019.0,aaronloup
1034,1034,lovelady,richard,663992,lover001,lovelri01,19337,2019.0,2019.0,richardlovelady
1035,1035,lowe,brandon,664040,loweb001,lowebr01,18882,2018.0,2019.0,brandonlowe
1036,1036,lowe,nate,663993,lowen001,lowena01,19566,2019.0,2019.0,natelowe
1037,1037,lowrie,jed,476704,lowrj001,lowrije01,4418,2008.0,2019.0,jedlowrie
1038,1038,lucas,josh,572998,lucaj001,lucasjo02,11686,2017.0,2019.0,joshlucas
1039,1039,lucchesi,joey,664192,luccj001,lucchjo01,19320,2018.0,2019.0,joeylucchesi
1040,1040,luciano,elvis,672773,lucie001,luciael01,20632,2019.0,2019.0,elvisluciano
1041,1041,lucroy,jonathan,518960,lucrj001,lucrojo01,7870,2010.0,2019.0,jonathanlucroy
1042,1042,lugo,dawel,608475,lugod001,lugoda01,14713,2018.0,2019.0,dawellugo
1043,1043,lugo,seth,607625,lugos001,lugose01,12447,2016.0,2019.0,sethlugo
1044,1044,luplow,jordan,656669,luplj001,luplojo01,16424,2017.0,2019.0,jordanluplow
1045,1045,lux,gavin,666158,lux-g001,luxga01,19955,2019.0,2019.0,gavinlux
1046,1046,luzardo,jesus,666200,luzaj001,luzarje01,19959,2019.0,2019.0,jesusluzardo
1047,1047,lyles,jordan,543475,lylej001,lylesjo01,7593,2011.0,2019.0,jordanlyles
1048,1048,lynn,lance,458681,lynnl001,lynnla01,2520,2011.0,2019.0,lancelynn
1049,1049,lyons,tyler,544928,lyont001,lyonsty01,11334,2013.0,2019.0,tylerlyons
1050,1050,machado,andres,600921,macha003,machaan02,14681,2017.0,2017.0,andresmachado
1051,1051,machado,dixon,553988,machd001,machadi01,11472,2015.0,2018.0,dixonmachado
1052,1052,machado,manny,592518,machm001,machama01,11493,2012.0,2019.0,mannymachado
1053,1053,machi,jean,466948,machj002,machije01,3220,2012.0,2017.0,jeanmachi
1054,1054,maddox,austin,545348,madda001,maddoau01,14241,2017.0,2017.0,austinmaddox
1055,1055,madson,ryan,425492,madsr001,madsory01,1852,2003.0,2018.0,ryanmadson
1056,1056,maeda,kenta,628317,maedk001,maedake01,18498,2016.0,2019.0,kentamaeda
1057,1057,magill,matt,543483,magim001,magilma01,3950,2013.0,2019.0,mattmagill
1058,1058,magnifico,damien,571911,magnd001,magnida01,13395,2016.0,2017.0,damienmagnifico
1059,1059,mahle,tyler,641816,mahlt001,mahlety01,16358,2017.0,2019.0,tylermahle
1060,1060,mahtook,mikie,543484,mahtm001,mahtomi01,13130,2015.0,2019.0,mikiemahtook
1061,1061,maile,luke,571912,maill001,mailelu01,13355,2015.0,2019.0,lukemaile
1062,1062,makita,kazuhisa,628318,makik001,makitka01,19757,2018.0,2018.0,kazuhisamakita
1063,1063,maldonado,martin,455117,maldm001,maldoma01,6887,2011.0,2019.0,martinmaldonado
1064,1064,manaea,sean,640455,manas001,manaese01,15873,2016.0,2019.0,seanmanaea
1065,1065,mancini,trey,641820,manct001,mancitr01,15149,2016.0,2019.0,treymancini
1066,1066,maness,seth,595307,manes001,manesse01,12235,2013.0,2017.0,sethmaness
1067,1067,mann,brandon,448167,mannb001,mannbr01,5172,2018.0,2018.0,brandonmann
1068,1068,mantiply,joe,573009,mantj002,mantijo01,14857,2016.0,2019.0,joemantiply
1069,1069,maples,dillon,596027,mapld001,mapledi01,14672,2017.0,2019.0,dillonmaples
1070,1070,margevicius,nick,676606,margn001,margeni01,20395,2019.0,2019.0,nickmargevicius
1071,1071,margot,manuel,622534,margm001,margoma01,14712,2016.0,2019.0,manuelmargot
1072,1072,marinez,jhan,501697,marij001,marinjh01,5830,2010.0,2018.0,jhanmarinez
1073,1073,marisnick,jake,545350,marij002,marisja01,11339,2013.0,2019.0,jakemarisnick
1074,1074,marjama,mike,605357,marjm001,marjami01,12594,2017.0,2018.0,mikemarjama
1075,1075,markakis,nick,455976,markn001,markani01,5930,2006.0,2019.0,nickmarkakis
1076,1076,markel,parker,571917,markp001,markepa01,12106,2019.0,2019.0,parkermarkel
1077,1077,marks,justin,476123,markj001,marksju01,10265,2014.0,2017.0,justinmarks
1078,1078,marquez,german,608566,marqg001,marquge01,15038,2016.0,2019.0,germanmarquez
1079,1079,marrero,chris,502029,marrc001,marrech01,2852,2011.0,2017.0,chrismarrero
1080,1080,marrero,deven,571918,marrd001,marrede01,13325,2015.0,2019.0,devenmarrero
1081,1081,marshall,evan,605359,marse001,marshev01,12297,2014.0,2019.0,evanmarshall
1082,1082,marte,jefry,527043,martj007,marteje01,5107,2015.0,2018.0,jefrymarte
1083,1083,marte,ketel,606466,martk001,marteke01,13613,2015.0,2019.0,ketelmarte
1084,1084,marte,starling,516782,marts002,martest01,9241,2012.0,2019.0,starlingmarte
1085,1085,martes,francis,642564,martf003,martefr01,17303,2017.0,2017.0,francismartes
1086,1086,martin,brett,656685,martb002,martibr01,17369,2019.0,2019.0,brettmartin
1087,1087,martin,chris,455119,martc007,martich02,11847,2014.0,2019.0,chrismartin
1088,1088,martin,cody,592533,martc008,martico01,12182,2015.0,2017.0,codymartin
1089,1089,martin,corbin,656686,martc009,martico02,19884,2019.0,2019.0,corbinmartin
1090,1090,martin,jason,641829,martj009,martija03,16429,2019.0,2019.0,jasonmartin
1091,1091,martin,kyle,573016,martk003,martiky01,14860,2017.0,2017.0,kylemartin
1092,1092,martin,leonys,547982,martl004,martile01,11846,2011.0,2019.0,leonysmartin
1093,1093,martin,richie,621006,martr006,martiri01,17736,2019.0,2019.0,richiemartin
1094,1094,martin,russell,431145,martr004,martiru01,4616,2006.0,2019.0,russellmartin
1095,1095,martinez,carlos,593372,martc006,martica04,11682,2013.0,2019.0,carlosmartinez
1096,1096,martinez,j. d.,502110,martj006,martijd02,6184,2011.0,2019.0,j. d.martinez
1097,1097,martinez,jose,500874,martj008,martijo08,7996,2016.0,2019.0,josemartinez
1098,1098,martinez,michael,492841,martm003,martimi02,7358,2011.0,2017.0,michaelmartinez
1099,1099,martinez,nick,607259,martn002,martini01,12730,2014.0,2017.0,nickmartinez
1100,1100,martinez,victor,400121,martv001,martivi01,393,2002.0,2018.0,victormartinez
1101,1101,martini,nick,605361,martn003,martini02,12005,2018.0,2019.0,nickmartini
1102,1102,marvel,james,621086,marvj001,marveja01,19675,2019.0,2019.0,jamesmarvel
1103,1103,mathis,jeff,425772,mathj001,mathije01,3448,2005.0,2019.0,jeffmathis
1104,1104,maton,phil,664208,matop002,matonph01,18064,2017.0,2019.0,philmaton
1105,1105,matz,steven,571927,matzs001,matzst01,13361,2015.0,2019.0,stevenmatz
1106,1106,mauer,joe,408045,mauej001,mauerjo01,1857,2004.0,2018.0,joemauer
1107,1107,maurer,brandon,543506,maurb001,maurebr01,4878,2013.0,2018.0,brandonmaurer
1108,1108,maxwell,bruce,622194,maxwb001,maxwebr01,13866,2016.0,2018.0,brucemaxwell
1109,1109,may,dustin,669160,may-d003,maydu01,19716,2019.0,2019.0,dustinmay
1110,1110,may,jacob,594576,may-j001,mayja02,14876,2017.0,2017.0,jacobmay
1111,1111,may,trevor,543507,may-t001,maytr01,6398,2014.0,2019.0,trevormay
1112,1112,maybin,cameron,457727,maybc001,maybica01,5223,2007.0,2019.0,cameronmaybin
1113,1113,mayers,mike,594577,mayem001,mayermi01,15451,2016.0,2019.0,mikemayers
1114,1114,mayfield,jack,608686,mayfj001,mayfija01,15402,2019.0,2019.0,jackmayfield
1115,1115,mayza,tim,641835,mayzt001,mayzati01,15042,2017.0,2019.0,timmayza
1116,1116,mazara,nomar,608577,mazan001,mazarno01,14553,2016.0,2019.0,nomarmazara
1117,1117,mazza,chris,607391,mazzc002,mazzach01,14151,2019.0,2019.0,chrismazza
1118,1118,mazzoni,cory,543508,mazzc001,mazzoco01,12537,2015.0,2018.0,corymazzoni
1119,1119,mcallister,zach,502083,mcalz001,mcallza01,2895,2011.0,2018.0,zachmcallister
1120,1120,mcbroom,ryan,643436,mcbrr001,mcbrory01,16524,2019.0,2019.0,ryanmcbroom
1121,1121,mccann,brian,435263,mccab002,mccanbr01,4810,2005.0,2019.0,brianmccann
1122,1122,mccann,james,543510,mccaj001,mccanja02,12859,2014.0,2019.0,jamesmccann
1123,1123,mccarthy,brandon,435221,mccab001,mccarbr01,4662,2005.0,2018.0,brandonmccarthy
1124,1124,mccarthy,kevin,641838,mccak002,mccarke01,15240,2016.0,2019.0,kevinmccarthy
1125,1125,mcclain,reggie,596035,mcclr001,mcclare01,19311,2019.0,2019.0,reggiemcclain
1126,1126,mccreery,adam,607030,mccra001,mccread01,19550,2018.0,2018.0,adammccreery
1127,1127,mccullers,lance,621121,mccul002,mcculla02,14120,2015.0,2018.0,lancemccullers
1128,1128,mccutchen,andrew,457705,mccua001,mccutan01,9847,2009.0,2019.0,andrewmccutchen
1129,1129,mcfarland,t. j.,519008,mcfat001,mcfartj01,3237,2013.0,2019.0,t. j.mcfarland
1130,1130,mcgee,jake,459429,mcgej001,mcgeeja01,7550,2010.0,2019.0,jakemcgee
1131,1131,mcgowan,dustin,430661,mcgod001,mcgowdu01,8600,2005.0,2017.0,dustinmcgowan
1132,1132,mcgowan,kevin,641850,mcgok001,mcgowke01,15215,2017.0,2017.0,kevinmcgowan
1133,1133,mcgowin,kyle,641851,mcgok002,mcgowky01,15071,2018.0,2019.0,kylemcgowin
1134,1134,mcgrath,kyle,657681,mcgrk001,mcgraky01,16793,2017.0,2018.0,kylemcgrath
1135,1135,mcguire,deck,592547,mcgud001,mcguide02,11596,2017.0,2018.0,deckmcguire
1136,1136,mcguire,reese,624512,mcgur002,mcguire01,15674,2018.0,2019.0,reesemcguire
1137,1137,mchugh,collin,543521,mchuc001,mchugco01,7531,2012.0,2019.0,collinmchugh
1138,1138,mckay,brendan,656713,mckab001,mckaybr01,20186,2019.0,2019.0,brendanmckay
1139,1139,mckay,david,641853,mckad001,mckayda02,19814,2019.0,2019.0,davidmckay
1140,1140,mckinney,billy,641856,mckib001,mckinbi01,15654,2018.0,2019.0,billymckinney
1141,1141,mcmahon,ryan,641857,mcmar001,mcmahry01,15112,2017.0,2019.0,ryanmcmahon
1142,1142,mcneil,jeff,643446,mcnej002,mcneije01,15362,2018.0,2019.0,jeffmcneil
1143,1143,mcrae,alex,656725,mcraa001,mcraeal01,16317,2018.0,2019.0,alexmcrae
1144,1144,meadows,austin,640457,meada001,meadoau01,15672,2018.0,2019.0,austinmeadows
1145,1145,means,john,607644,meanj001,meansjo01,16269,2018.0,2019.0,johnmeans
1146,1146,medlen,kris,450665,medlk001,medlekr01,9417,2009.0,2018.0,krismedlen
1147,1147,meisinger,ryan,664682,meisr001,meisiry01,18105,2018.0,2018.0,ryanmeisinger
1148,1148,mejia,adalberto,606167,mejia001,mejiaad01,13188,2016.0,2019.0,adalbertomejia
1149,1149,mejia,alex,622270,mejia002,mejiaal01,13877,2017.0,2017.0,alexmejia
1150,1150,mejia,erick,625510,mejie001,mejiaer01,15817,2019.0,2019.0,erickmejia
1151,1151,mejia,francisco,642336,mejif001,mejiafr01,16403,2017.0,2019.0,franciscomejia
1152,1152,mejias-brean,seth,623180,mejis001,mejiase01,13905,2019.0,2019.0,sethmejias-brean
1153,1153,melancon,mark,453343,melam001,melanma01,4264,2009.0,2019.0,markmelancon
1154,1154,mella,keury,622492,mellk001,mellake01,15964,2017.0,2019.0,keurymella
1155,1155,melville,tim,543532,melvt001,melviti01,9149,2016.0,2019.0,timmelville
1156,1156,mendez,yohander,622795,mendy001,mendeyo01,14391,2016.0,2019.0,yohandermendez
1157,1157,mendick,danny,664901,mendd002,mendida01,18889,2019.0,2019.0,dannymendick
1158,1158,menez,conner,669214,menec001,menezco01,19199,2019.0,2019.0,connermenez
1159,1159,mengden,daniel,596043,mengd001,mengdda01,16980,2016.0,2019.0,danielmengden
1160,1160,mercado,oscar,640458,merco003,mercaos01,16375,2019.0,2019.0,oscarmercado
1161,1161,mercer,jordy,474568,mercj002,mercejo03,6547,2012.0,2019.0,jordymercer
1162,1162,merrifield,whit,593160,merrw001,merriwh01,11281,2016.0,2019.0,whitmerrifield
1163,1163,merritt,ryan,607320,merrr001,merriry01,13688,2016.0,2017.0,ryanmerritt
1164,1164,mesoraco,devin,519023,mesod001,mesorde01,5666,2011.0,2018.0,devinmesoraco
1165,1165,meyer,alex,543542,meyea001,meyeral01,12833,2015.0,2017.0,alexmeyer
1166,1166,meyer,ben,656738,meyeb002,meyerbe02,18854,2018.0,2018.0,benmeyer
1167,1167,middlebrooks,will,519025,middw001,middlwi01,7002,2012.0,2017.0,willmiddlebrooks
1168,1168,middleton,keynan,641871,middk001,middlke01,15264,2017.0,2019.0,keynanmiddleton
1169,1169,mikolas,miles,571945,mikom001,mikolmi01,9803,2012.0,2019.0,milesmikolas
1170,1170,miley,wade,489119,milew001,mileywa01,8779,2011.0,2019.0,wademiley
1171,1171,miller,andrew,453192,milla002,millean01,6785,2006.0,2019.0,andrewmiller
1172,1172,miller,brad,543543,millb002,millebr02,12775,2013.0,2019.0,bradmiller
1173,1173,miller,ian,641878,milli001,milleia01,15156,2019.0,2019.0,ianmiller
1174,1174,miller,justin,502522,millj006,milleju02,8580,2014.0,2019.0,justinmiller
1175,1175,miller,shelby,571946,mills001,millesh01,10197,2012.0,2019.0,shelbymiller
1176,1176,mills,alec,621219,milla003,millsal02,13834,2016.0,2019.0,alecmills
1177,1177,milner,hoby,571948,milnh001,milneho01,13346,2017.0,2019.0,hobymilner
1178,1178,milone,tommy,543548,milot001,milonto01,7608,2011.0,2019.0,tommymilone
1179,1179,minaya,juan,573668,minaj001,minayju01,10341,2016.0,2019.0,juanminaya
1180,1180,minor,mike,501985,minom001,minormi01,10021,2010.0,2019.0,mikeminor
1181,1181,minter,a. j.,621345,minta001,minteaj01,18655,2017.0,2019.0,a. j.minter
1182,1182,miranda,ariel,664641,miraa002,miranar01,17526,2016.0,2018.0,arielmiranda
1183,1183,mitchell,bryan,571951,mitcb001,mitchbr01,11479,2014.0,2018.0,bryanmitchell
1184,1184,molina,yadier,425877,moliy001,molinya01,7007,2004.0,2019.0,yadiermolina
1185,1185,moll,sam,594580,molls001,mollsa01,14874,2017.0,2017.0,sammoll
1186,1186,moncada,yoan,660162,moncy001,moncayo01,17232,2016.0,2019.0,yoanmoncada
1187,1187,moncrief,carlos,519037,moncc001,moncrca01,7511,2017.0,2017.0,carlosmoncrief
1188,1188,mondesi,adalberto,609275,mondr003,mondera02,13769,2016.0,2019.0,adalbertomondesi
1189,1189,montas,frankie,593423,montf001,montafr02,14309,2015.0,2019.0,frankiemontas
1190,1190,montero,miguel,471083,montm001,montemi01,3364,2006.0,2018.0,miguelmontero
1191,1191,montero,rafael,606160,montr004,montera01,12760,2014.0,2019.0,rafaelmontero
1192,1192,montgomery,jordan,656756,montj004,montgjo01,16511,2017.0,2019.0,jordanmontgomery
1193,1193,montgomery,mike,543557,montm002,montgmi01,4869,2015.0,2019.0,mikemontgomery
1194,1194,moore,adam,446192,moora001,mooread01,9362,2009.0,2018.0,adammoore
1195,1195,moore,andrew,621058,moora002,moorean02,17553,2017.0,2019.0,andrewmoore
1196,1196,moore,dylan,664238,moord002,mooredy01,18042,2019.0,2019.0,dylanmoore
1197,1197,moore,matt,519043,moorm003,moorema02,1890,2011.0,2019.0,mattmoore
1198,1198,moore,tyler,489138,moort002,moorety01,7244,2012.0,2017.0,tylermoore
1199,1199,morales,kendrys,434778,morak001,moralke01,8610,2006.0,2019.0,kendrysmorales
1200,1200,morales,osmer,591672,morao001,moralos01,17133,2018.0,2018.0,osmermorales
1201,1201,moran,brian,572383,morab001,moranbr01,9646,2019.0,2019.0,brianmoran
1202,1202,moran,colin,592567,morac001,moranco01,16909,2016.0,2019.0,colinmoran
1203,1203,morejon,adrian,670970,morea001,morejad01,20039,2019.0,2019.0,adrianmorejon
1204,1204,moreland,mitch,519048,morem001,morelmi01,3086,2010.0,2019.0,mitchmoreland
1205,1205,moreno,diego,514981,mored001,morendi01,6238,2015.0,2017.0,diegomoreno
1206,1206,morgan,adam,605388,morga001,morgaad01,12580,2015.0,2019.0,adammorgan
1207,1207,morin,mike,573046,morim002,morinmi01,13442,2014.0,2019.0,mikemorin
1208,1208,moroff,max,621559,morom001,morofma01,14556,2016.0,2019.0,maxmoroff
1209,1209,moronta,reyes,606625,moror001,moronre01,14966,2017.0,2019.0,reyesmoronta
1210,1210,morris,akeel,592570,morra001,morriak01,12185,2015.0,2018.0,akeelmorris
1211,1211,morris,bryan,457768,morrb002,morribr01,10234,2012.0,2017.0,bryanmorris
1212,1212,morrison,logan,489149,morrl001,morrilo01,9205,2010.0,2019.0,loganmorrison
1213,1213,morrow,brandon,453344,morrb001,morrobr01,9346,2007.0,2018.0,brandonmorrow
1214,1214,morse,mike,434604,morsm001,morsemi01,3035,2005.0,2017.0,mikemorse
1215,1215,morton,charlie,450203,mortc002,mortoch02,4676,2008.0,2019.0,charliemorton
1216,1216,moss,brandon,461235,mossb001,mossbr01,4467,2007.0,2017.0,brandonmoss
1217,1217,motte,jason,435400,mottj001,motteja01,5861,2008.0,2017.0,jasonmotte
1218,1218,motter,taylor,600301,mottt001,motteta01,12399,2016.0,2018.0,taylormotter
1219,1219,moustakas,mike,519058,mousm001,moustmi01,4892,2011.0,2019.0,mikemoustakas
1220,1220,moya,gabriel,622382,moyag001,moyaga01,16348,2017.0,2018.0,gabrielmoya
1221,1221,moylan,peter,493247,moylp001,moylape01,4891,2006.0,2018.0,petermoylan
